concord_class,baseline,project,r1,r2,r3,label,split
org.apache.hadoop.hbase.zookeeper.ZooKeeperMainServer,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.zookeeper3219ZooKeeperMainServer.code
",c5,c5_org.apache.hadoop.hbase.zookeeper.ZooKeeperMainServer_R1.json,c5_org.apache.hadoop.hbase.zookeeper.ZooKeeperMainServer_R2.json,c5_org.apache.hadoop.hbase.zookeeper.ZooKeeperMainServer_R3.json,0,train
net.sf.gazpachoquest.domain.core.embeddables.QuestionnaireDefinitionLanguageSettings,"antoniomaria_gazpachoquest_antoniomaria_gazpachoquest_net.sf.gazpachoquest.domain.core.embeddables76QuestionnaireDefinitionLanguageSettings.code
",gazpachoquest,gazpachoquest_net.sf.gazpachoquest.domain.core.embeddables.QuestionnaireDefinitionLanguageSettings_R1.json,gazpachoquest_net.sf.gazpachoquest.domain.core.embeddables.QuestionnaireDefinitionLanguageSettings_R2.json,gazpachoquest_net.sf.gazpachoquest.domain.core.embeddables.QuestionnaireDefinitionLanguageSettings_R3.json,0,train
com.google.javascript.jscomp.ReachingUses,"google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp1010ReachingUses.code
",closure-compiler,closure-compiler_com.google.javascript.jscomp.ReachingUses_R1.json,closure-compiler_com.google.javascript.jscomp.ReachingUses_R2.json,closure-compiler_com.google.javascript.jscomp.ReachingUses_R3.json,0,train
org.apache.reef.io.data.loading.api.DataLoader,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.io.data.loading.api520DataLoader.code
",incubator-reef,incubator-reef_org.apache.reef.io.data.loading.api.DataLoader_R1.json,incubator-reef_org.apache.reef.io.data.loading.api.DataLoader_R2.json,incubator-reef_org.apache.reef.io.data.loading.api.DataLoader_R3.json,0,train
org.apache.falcon.workflow.WorkflowExecutionContext,"apache_falcon_apache_falcon_org.apache.falcon.workflow877WorkflowExecutionContext.code
",falcon,falcon_org.apache.falcon.workflow.WorkflowExecutionContext_R1.json,falcon_org.apache.falcon.workflow.WorkflowExecutionContext_R2.json,falcon_org.apache.falcon.workflow.WorkflowExecutionContext_R3.json,0,train
org.apache.twill.internal.yarn.Hadoop20YarnLaunchContext,"apache_incubator-twill_apache_incubator-twill_org.apache.twill.internal.yarn273Hadoop20YarnLaunchContext.code
",incubator-twill,incubator-twill_org.apache.twill.internal.yarn.Hadoop20YarnLaunchContext_R1.json,incubator-twill_org.apache.twill.internal.yarn.Hadoop20YarnLaunchContext_R2.json,incubator-twill_org.apache.twill.internal.yarn.Hadoop20YarnLaunchContext_R3.json,0,train
org.fenixedu.academic.domain.person.HumanName,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.person1127HumanName.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.person.HumanName_R1.json,fenixedu-academic_org.fenixedu.academic.domain.person.HumanName_R2.json,fenixedu-academic_org.fenixedu.academic.domain.person.HumanName_R3.json,0,train
org.apache.mina.transport.socket.DefaultSocketSessionConfig,"kaazing_gateway_kaazing_gateway_org.apache.mina.transport.socket410DefaultSocketSessionConfig.code
",gateway,gateway_org.apache.mina.transport.socket.DefaultSocketSessionConfig_R1.json,gateway_org.apache.mina.transport.socket.DefaultSocketSessionConfig_R2.json,gateway_org.apache.mina.transport.socket.DefaultSocketSessionConfig_R3.json,0,train
magic.model.ARG,"magarena_magarena_magarena_magarena_magic.model0ARG.code
",magarena,magarena_magic.model.ARG_R1.json,magarena_magic.model.ARG_R2.json,magarena_magic.model.ARG_R3.json,1,train
com.ripple.client.requests.Operation,"cping_RipplePower_cping_RipplePower_com.ripple.client.requests253Operation.code
",RipplePower,RipplePower_com.ripple.client.requests.Operation_R1.json,RipplePower_com.ripple.client.requests.Operation_R2.json,RipplePower_com.ripple.client.requests.Operation_R3.json,0,train
org.ripple.bouncycastle.crypto.tls.ServerHandshakeState,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.crypto.tls1583ServerHandshakeState.code
",RipplePower,RipplePower_org.ripple.bouncycastle.crypto.tls.ServerHandshakeState_R1.json,RipplePower_org.ripple.bouncycastle.crypto.tls.ServerHandshakeState_R2.json,RipplePower_org.ripple.bouncycastle.crypto.tls.ServerHandshakeState_R3.json,0,train
com.hankcs.hanlp.model.bigram.WordNatureDependencyModel,"hankcs_HanLP_hankcs_HanLP_com.hankcs.hanlp.model.bigram431WordNatureDependencyModel.code
",HanLP,HanLP_com.hankcs.hanlp.model.bigram.WordNatureDependencyModel_R1.json,HanLP_com.hankcs.hanlp.model.bigram.WordNatureDependencyModel_R2.json,HanLP_com.hankcs.hanlp.model.bigram.WordNatureDependencyModel_R3.json,0,train
org.ripple.bouncycastle.jcajce.provider.symmetric.ECB64,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric2064ECB64.code
",RipplePower,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.ECB64_R1.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.ECB64_R2.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.ECB64_R3.json,0,train
net.imagej.ops.image.distancetransform.NextPhase,"imagej_imagej-ops_imagej_imagej-ops_net.imagej.ops.image.distancetransform511NextPhase.code
",imagej-ops,imagej-ops_net.imagej.ops.image.distancetransform.NextPhase_R1.json,imagej-ops_net.imagej.ops.image.distancetransform.NextPhase_R2.json,imagej-ops_net.imagej.ops.image.distancetransform.NextPhase_R3.json,0,train
org.spout.vanilla.protocol.msg.player.pos.PlayerPositionLookMessage,"SpoutDev_Vanilla_SpoutDev_Vanilla_org.spout.vanilla.protocol.msg.player.pos955PlayerPositionLookMessage.code
",Vanilla,Vanilla_org.spout.vanilla.protocol.msg.player.pos.PlayerPositionLookMessage_R1.json,Vanilla_org.spout.vanilla.protocol.msg.player.pos.PlayerPositionLookMessage_R2.json,Vanilla_org.spout.vanilla.protocol.msg.player.pos.PlayerPositionLookMessage_R3.json,0,train
org.apache.hadoop.hbase.rest.model.FilterModel,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.rest.model2698FilterModel.code
",c5,c5_org.apache.hadoop.hbase.rest.model.FilterModel_R1.json,c5_org.apache.hadoop.hbase.rest.model.FilterModel_R2.json,c5_org.apache.hadoop.hbase.rest.model.FilterModel_R3.json,0,train
com.google.debugging.sourcemap.SourceMapObject,"google_closure-compiler_google_closure-compiler_com.google.debugging.sourcemap34SourceMapObject.code
",closure-compiler,closure-compiler_com.google.debugging.sourcemap.SourceMapObject_R1.json,closure-compiler_com.google.debugging.sourcemap.SourceMapObject_R2.json,closure-compiler_com.google.debugging.sourcemap.SourceMapObject_R3.json,0,train
org.itc.irst.tcc.sre.util.Evaluator,"BlueBrain_bluima_BlueBrain_bluima_org.itc.irst.tcc.sre.util2137Evaluator.code
",bluima,bluima_org.itc.irst.tcc.sre.util.Evaluator_R1.json,bluima_org.itc.irst.tcc.sre.util.Evaluator_R2.json,bluima_org.itc.irst.tcc.sre.util.Evaluator_R3.json,0,train
org.apache.reef.tang.TwoNamedStringArgs,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.tang1656TwoNamedStringArgs.code
",incubator-reef,incubator-reef_org.apache.reef.tang.TwoNamedStringArgs_R1.json,incubator-reef_org.apache.reef.tang.TwoNamedStringArgs_R2.json,incubator-reef_org.apache.reef.tang.TwoNamedStringArgs_R3.json,0,train
org.apache.reef.vortex.driver.AllocatedEvaluatorHandler,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.vortex.driver2263AllocatedEvaluatorHandler.code
",incubator-reef,incubator-reef_org.apache.reef.vortex.driver.AllocatedEvaluatorHandler_R1.json,incubator-reef_org.apache.reef.vortex.driver.AllocatedEvaluatorHandler_R2.json,incubator-reef_org.apache.reef.vortex.driver.AllocatedEvaluatorHandler_R3.json,0,train
com.google.javascript.jscomp.parsing.parser.trees.TryStatementTree,"google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp.parsing.parser.trees1674TryStatementTree.code
",closure-compiler,closure-compiler_com.google.javascript.jscomp.parsing.parser.trees.TryStatementTree_R1.json,closure-compiler_com.google.javascript.jscomp.parsing.parser.trees.TryStatementTree_R2.json,closure-compiler_com.google.javascript.jscomp.parsing.parser.trees.TryStatementTree_R3.json,0,train
com.google.common.testing.EqualsTester,"google_guava_google_guava_com.google.common.testing2731EqualsTester.code
",guava,guava_com.google.common.testing.EqualsTester_R1.json,guava_com.google.common.testing.EqualsTester_R2.json,guava_com.google.common.testing.EqualsTester_R3.json,0,train
org.jetbrains.java.decompiler.code.cfg.ExceptionRangeCFG,"fesh0r_fernflower_fesh0r_fernflower_org.jetbrains.java.decompiler.code.cfg98ExceptionRangeCFG.code
",fernflower,fernflower_org.jetbrains.java.decompiler.code.cfg.ExceptionRangeCFG_R1.json,fernflower_org.jetbrains.java.decompiler.code.cfg.ExceptionRangeCFG_R2.json,fernflower_org.jetbrains.java.decompiler.code.cfg.ExceptionRangeCFG_R3.json,0,train
org.fenixedu.academic.domain.organizationalStructure.UnitAcronym,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.organizationalStructure1109UnitAcronym.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.organizationalStructure.UnitAcronym_R1.json,fenixedu-academic_org.fenixedu.academic.domain.organizationalStructure.UnitAcronym_R2.json,fenixedu-academic_org.fenixedu.academic.domain.organizationalStructure.UnitAcronym_R3.json,0,train
org.ripple.bouncycastle.crypto.params.DHPublicKeyParameters,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.crypto.params1395DHPublicKeyParameters.code
",RipplePower,RipplePower_org.ripple.bouncycastle.crypto.params.DHPublicKeyParameters_R1.json,RipplePower_org.ripple.bouncycastle.crypto.params.DHPublicKeyParameters_R2.json,RipplePower_org.ripple.bouncycastle.crypto.params.DHPublicKeyParameters_R3.json,0,train
org.kitesdk.morphline.stdlib.Regex,"kite-sdk_kite_kite-sdk_kite_org.kitesdk.morphline.stdlib956Regex.code
",kite,kite_org.kitesdk.morphline.stdlib.Regex_R1.json,kite_org.kitesdk.morphline.stdlib.Regex_R2.json,kite_org.kitesdk.morphline.stdlib.Regex_R3.json,0,train
org.jenkinsci.test.acceptance.log.LogReader,"jenkinsci_acceptance-test-harness_jenkinsci_acceptance-test-harness_org.jenkinsci.test.acceptance.log97LogReader.code
",acceptance-test-harness,acceptance-test-harness_org.jenkinsci.test.acceptance.log.LogReader_R1.json,acceptance-test-harness_org.jenkinsci.test.acceptance.log.LogReader_R2.json,acceptance-test-harness_org.jenkinsci.test.acceptance.log.LogReader_R3.json,0,train
org.apache.hadoop.hbase.util.PoolMap,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.util3052PoolMap.code
",c5,c5_org.apache.hadoop.hbase.util.PoolMap_R1.json,c5_org.apache.hadoop.hbase.util.PoolMap_R2.json,c5_org.apache.hadoop.hbase.util.PoolMap_R3.json,0,train
net.glowstone.generator.objects.Lake,"GlowstoneMC_Glowstone_GlowstoneMC_Glowstone_net.glowstone.generator.objects689Lake.code
",Glowstone,Glowstone_net.glowstone.generator.objects.Lake_R1.json,Glowstone_net.glowstone.generator.objects.Lake_R2.json,Glowstone_net.glowstone.generator.objects.Lake_R3.json,0,train
magic.ui.screen.deck.editor.ContentPanel,"magarena_magarena_magarena_magarena_magic.ui.screen.deck.editor986ContentPanel.code
",magarena,magarena_magic.ui.screen.deck.editor.ContentPanel_R1.json,magarena_magic.ui.screen.deck.editor.ContentPanel_R2.json,magarena_magic.ui.screen.deck.editor.ContentPanel_R3.json,0,train
org.xtreemfs.foundation.flease.FleaseConfig,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.xtreemfs.foundation.flease3251FleaseConfig.code
",c5,c5_org.xtreemfs.foundation.flease.FleaseConfig_R1.json,c5_org.xtreemfs.foundation.flease.FleaseConfig_R2.json,c5_org.xtreemfs.foundation.flease.FleaseConfig_R3.json,0,train
org.fenixedu.academic.domain.degreeStructure.EctsInstitutionConversionTable,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.degreeStructure1012EctsInstitutionConversionTable.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.degreeStructure.EctsInstitutionConversionTable_R1.json,fenixedu-academic_org.fenixedu.academic.domain.degreeStructure.EctsInstitutionConversionTable_R2.json,fenixedu-academic_org.fenixedu.academic.domain.degreeStructure.EctsInstitutionConversionTable_R3.json,0,train
com.hankcs.hanlp.seg.Config,"hankcs_HanLP_hankcs_HanLP_com.hankcs.hanlp.seg559Config.code
",HanLP,HanLP_com.hankcs.hanlp.seg.Config_R1.json,HanLP_com.hankcs.hanlp.seg.Config_R2.json,HanLP_com.hankcs.hanlp.seg.Config_R3.json,0,train
com.google.template.soy.shared.internal.EscapeHtml,"google_closure-templates_google_closure-templates_com.google.template.soy.shared.internal1079EscapeHtml.code
",closure-templates,closure-templates_com.google.template.soy.shared.internal.EscapeHtml_R1.json,closure-templates_com.google.template.soy.shared.internal.EscapeHtml_R2.json,closure-templates_com.google.template.soy.shared.internal.EscapeHtml_R3.json,0,train
org.ripple.bouncycastle.jcajce.provider.symmetric.Mac48,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric2092Mac48.code
",RipplePower,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.Mac48_R1.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.Mac48_R2.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.Mac48_R3.json,0,train
com.opendoorlogistics.utils.ui.SimpleAction,"PGWelch_com.opendoorlogistics_PGWelch_com.opendoorlogistics_com.opendoorlogistics.utils.ui1408SimpleAction.code
",com.opendoorlogistics,com.opendoorlogistics_com.opendoorlogistics.utils.ui.SimpleAction_R1.json,com.opendoorlogistics_com.opendoorlogistics.utils.ui.SimpleAction_R2.json,com.opendoorlogistics_com.opendoorlogistics.utils.ui.SimpleAction_R3.json,0,train
org.apache.reef.runtime.common.evaluator.task.TaskStartImpl,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.runtime.common.evaluator.task1230TaskStartImpl.code
",incubator-reef,incubator-reef_org.apache.reef.runtime.common.evaluator.task.TaskStartImpl_R1.json,incubator-reef_org.apache.reef.runtime.common.evaluator.task.TaskStartImpl_R2.json,incubator-reef_org.apache.reef.runtime.common.evaluator.task.TaskStartImpl_R3.json,0,train
org.whispersystems.textsecuregcm.push.VoipRatioGauge,"WhisperSystems_TextSecure-Server_WhisperSystems_TextSecure-Server_org.whispersystems.textsecuregcm.push194VoipRatioGauge.code
",TextSecure-Server,TextSecure-Server_org.whispersystems.textsecuregcm.push.VoipRatioGauge_R1.json,TextSecure-Server_org.whispersystems.textsecuregcm.push.VoipRatioGauge_R2.json,TextSecure-Server_org.whispersystems.textsecuregcm.push.VoipRatioGauge_R3.json,0,train
org.apache.hadoop.hbase.protobuf.generated.InclusiveStopFilter,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.protobuf.generated1806InclusiveStopFilter.code
",c5,c5_org.apache.hadoop.hbase.protobuf.generated.InclusiveStopFilter_R1.json,c5_org.apache.hadoop.hbase.protobuf.generated.InclusiveStopFilter_R2.json,c5_org.apache.hadoop.hbase.protobuf.generated.InclusiveStopFilter_R3.json,0,train
com.google.javascript.jscomp.PropertyExport,"google_closure-compiler_google_closure-compiler_com.google.javascript.jscomp990PropertyExport.code
",closure-compiler,closure-compiler_com.google.javascript.jscomp.PropertyExport_R1.json,closure-compiler_com.google.javascript.jscomp.PropertyExport_R2.json,closure-compiler_com.google.javascript.jscomp.PropertyExport_R3.json,0,train
org.ripple.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce.provider.asymmetric.ec1776IESCipher.code
",RipplePower,RipplePower_org.ripple.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher_R1.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher_R2.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher_R3.json,0,train
org.apache.reef.runtime.standalone.client.StandaloneDriverConfigurationProviderImpl,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.runtime.standalone.client1415StandaloneDriverConfigurationProviderImpl.code
",incubator-reef,incubator-reef_org.apache.reef.runtime.standalone.client.StandaloneDriverConfigurationProviderImpl_R1.json,incubator-reef_org.apache.reef.runtime.standalone.client.StandaloneDriverConfigurationProviderImpl_R2.json,incubator-reef_org.apache.reef.runtime.standalone.client.StandaloneDriverConfigurationProviderImpl_R3.json,0,train
com.seagate.kinetic.proto.P2POperation,"seagate_kinetic-java_seagate_kinetic-java_com.seagate.kinetic.proto214P2POperation.code
",kinetic-java,kinetic-java_com.seagate.kinetic.proto.P2POperation_R1.json,kinetic-java_com.seagate.kinetic.proto.P2POperation_R2.json,kinetic-java_com.seagate.kinetic.proto.P2POperation_R3.json,0,train
net.sourceforge.ganttproject.document.webdav.WebDavUri,"bardsoftware_ganttproject_bardsoftware_ganttproject_net.sourceforge.ganttproject.document.webdav547WebDavUri.code
",ganttproject,ganttproject_net.sourceforge.ganttproject.document.webdav.WebDavUri_R1.json,ganttproject_net.sourceforge.ganttproject.document.webdav.WebDavUri_R2.json,ganttproject_net.sourceforge.ganttproject.document.webdav.WebDavUri_R3.json,0,train
com.telefonica.iot.cygnus.management.ManagementInterface,"telefonicaid_fiware-cygnus_telefonicaid_fiware-cygnus_com.telefonica.iot.cygnus.management122ManagementInterface.code
",fiware-cygnus,fiware-cygnus_com.telefonica.iot.cygnus.management.ManagementInterface_R1.json,fiware-cygnus_com.telefonica.iot.cygnus.management.ManagementInterface_R2.json,fiware-cygnus_com.telefonica.iot.cygnus.management.ManagementInterface_R3.json,0,train
org.kaazing.k3po.driver.internal.behavior.handler.codec.WriteByteEncoder,"kaazing_k3po_kaazing_k3po_org.kaazing.k3po.driver.internal.behavior.handler.codec90WriteByteEncoder.code
",k3po,k3po_org.kaazing.k3po.driver.internal.behavior.handler.codec.WriteByteEncoder_R1.json,k3po_org.kaazing.k3po.driver.internal.behavior.handler.codec.WriteByteEncoder_R2.json,k3po_org.kaazing.k3po.driver.internal.behavior.handler.codec.WriteByteEncoder_R3.json,0,train
org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.EnrolmentCertificateRequestWithCeilingInTotalAmountForUnitsPR,"FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests514EnrolmentCertificateRequestWithCeilingInTotalAmountForUnitsPR.code
",fenixedu-academic,fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.EnrolmentCertificateRequestWithCeilingInTotalAmountForUnitsPR_R1.json,fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.EnrolmentCertificateRequestWithCeilingInTotalAmountForUnitsPR_R2.json,fenixedu-academic_org.fenixedu.academic.domain.accounting.postingRules.serviceRequests.EnrolmentCertificateRequestWithCeilingInTotalAmountForUnitsPR_R3.json,0,train
org.xtreemfs.foundation.flease.acceptor.FleaseInstance,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.xtreemfs.foundation.flease.acceptor3269FleaseInstance.code
",c5,c5_org.xtreemfs.foundation.flease.acceptor.FleaseInstance_R1.json,c5_org.xtreemfs.foundation.flease.acceptor.FleaseInstance_R2.json,c5_org.xtreemfs.foundation.flease.acceptor.FleaseInstance_R3.json,0,train
net.sourceforge.ganttproject.Args,"bardsoftware_ganttproject_bardsoftware_ganttproject_net.sourceforge.ganttproject222Args.code
",ganttproject,ganttproject_net.sourceforge.ganttproject.Args_R1.json,ganttproject_net.sourceforge.ganttproject.Args_R2.json,ganttproject_net.sourceforge.ganttproject.Args_R3.json,0,train
org.waveprotocol.box.server.rpc.RegisteredServiceMethod,"apache_incubator-wave_apache_incubator-wave_org.waveprotocol.box.server.rpc423RegisteredServiceMethod.code
",incubator-wave,incubator-wave_org.waveprotocol.box.server.rpc.RegisteredServiceMethod_R1.json,incubator-wave_org.waveprotocol.box.server.rpc.RegisteredServiceMethod_R2.json,incubator-wave_org.waveprotocol.box.server.rpc.RegisteredServiceMethod_R3.json,0,train
org.waveprotocol.wave.client.widget.popup.ListRelativePopupPositioner,"apache_incubator-wave_apache_incubator-wave_org.waveprotocol.wave.client.widget.popup1819ListRelativePopupPositioner.code
",incubator-wave,incubator-wave_org.waveprotocol.wave.client.widget.popup.ListRelativePopupPositioner_R1.json,incubator-wave_org.waveprotocol.wave.client.widget.popup.ListRelativePopupPositioner_R2.json,incubator-wave_org.waveprotocol.wave.client.widget.popup.ListRelativePopupPositioner_R3.json,0,train
org.apache.falcon.entity.store.ConfigurationStore,"apache_falcon_apache_falcon_org.apache.falcon.entity.store172ConfigurationStore.code
",falcon,falcon_org.apache.falcon.entity.store.ConfigurationStore_R1.json,falcon_org.apache.falcon.entity.store.ConfigurationStore_R2.json,falcon_org.apache.falcon.entity.store.ConfigurationStore_R3.json,0,train
magic.ui.screen.keywords.ContentPanelA,"magarena_magarena_magarena_magarena_magic.ui.screen.keywords1082ContentPanelA.code
",magarena,magarena_magic.ui.screen.keywords.ContentPanelA_R1.json,magarena_magic.ui.screen.keywords.ContentPanelA_R2.json,magarena_magic.ui.screen.keywords.ContentPanelA_R3.json,0,train
org.snpeff.ped.PedFamily,"pcingola_SnpEff_pcingola_SnpEff_org.snpeff.ped283PedFamily.code
",SnpEff,SnpEff_org.snpeff.ped.PedFamily_R1.json,SnpEff_org.snpeff.ped.PedFamily_R2.json,SnpEff_org.snpeff.ped.PedFamily_R3.json,0,train
org.waveprotocol.wave.client.wavepanel.view.dom.full.FixedConversationViewBuilder,"apache_incubator-wave_apache_incubator-wave_org.waveprotocol.wave.client.wavepanel.view.dom.full1687FixedConversationViewBuilder.code
",incubator-wave,incubator-wave_org.waveprotocol.wave.client.wavepanel.view.dom.full.FixedConversationViewBuilder_R1.json,incubator-wave_org.waveprotocol.wave.client.wavepanel.view.dom.full.FixedConversationViewBuilder_R2.json,incubator-wave_org.waveprotocol.wave.client.wavepanel.view.dom.full.FixedConversationViewBuilder_R3.json,0,train
ch.epfl.bbp.uima.types.WordnetDictTerm,"BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.uima.types852WordnetDictTerm.code
",bluima,bluima_ch.epfl.bbp.uima.types.WordnetDictTerm_R1.json,bluima_ch.epfl.bbp.uima.types.WordnetDictTerm_R2.json,bluima_ch.epfl.bbp.uima.types.WordnetDictTerm_R3.json,0,train
ch.epfl.bbp.shaded.opennlp.tools.postag.POSDictionaryWriter,"BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.shaded.opennlp.tools.postag221POSDictionaryWriter.code
",bluima,bluima_ch.epfl.bbp.shaded.opennlp.tools.postag.POSDictionaryWriter_R1.json,bluima_ch.epfl.bbp.shaded.opennlp.tools.postag.POSDictionaryWriter_R2.json,bluima_ch.epfl.bbp.shaded.opennlp.tools.postag.POSDictionaryWriter_R3.json,0,train
org.yccheok.jstock.portfolio.DividendSummary,"yccheok_jstock_yccheok_jstock_org.yccheok.jstock.portfolio459DividendSummary.code
",jstock,jstock_org.yccheok.jstock.portfolio.DividendSummary_R1.json,jstock_org.yccheok.jstock.portfolio.DividendSummary_R2.json,jstock_org.yccheok.jstock.portfolio.DividendSummary_R3.json,0,train
com.github.steveice10.mc.protocol.packet.ingame.server.window.ServerSetSlotPacket,"Steveice10_MCProtocolLib_Steveice10_MCProtocolLib_com.github.steveice10.mc.protocol.packet.ingame.server.window225ServerSetSlotPacket.code
",MCProtocolLib,MCProtocolLib_com.github.steveice10.mc.protocol.packet.ingame.server.window.ServerSetSlotPacket_R1.json,MCProtocolLib_com.github.steveice10.mc.protocol.packet.ingame.server.window.ServerSetSlotPacket_R2.json,MCProtocolLib_com.github.steveice10.mc.protocol.packet.ingame.server.window.ServerSetSlotPacket_R3.json,0,train
com.google.common.collect.PermutationIterator,"google_guava_google_guava_com.google.common.collect1051PermutationIterator.code
",guava,guava_com.google.common.collect.PermutationIterator_R1.json,guava_com.google.common.collect.PermutationIterator_R2.json,guava_com.google.common.collect.PermutationIterator_R3.json,0,train
org.apache.reef.tests.evaluatorexit.EvaluatorCompleteTest,"apache_incubator-reef_apache_incubator-reef_org.apache.reef.tests.evaluatorexit1983EvaluatorCompleteTest.code
",incubator-reef,incubator-reef_org.apache.reef.tests.evaluatorexit.EvaluatorCompleteTest_R1.json,incubator-reef_org.apache.reef.tests.evaluatorexit.EvaluatorCompleteTest_R2.json,incubator-reef_org.apache.reef.tests.evaluatorexit.EvaluatorCompleteTest_R3.json,0,train
com.google.common.reflect.Element,"google_guava_google_guava_com.google.common.reflect2517Element.code
",guava,guava_com.google.common.reflect.Element_R1.json,guava_com.google.common.reflect.Element_R2.json,guava_com.google.common.reflect.Element_R3.json,0,train
net.imagej.ops.geom.geom3d.DefaultBoxivityMesh,"imagej_imagej-ops_imagej_imagej-ops_net.imagej.ops.geom.geom3d444DefaultBoxivityMesh.code
",imagej-ops,imagej-ops_net.imagej.ops.geom.geom3d.DefaultBoxivityMesh_R1.json,imagej-ops_net.imagej.ops.geom.geom3d.DefaultBoxivityMesh_R2.json,imagej-ops_net.imagej.ops.geom.geom3d.DefaultBoxivityMesh_R3.json,0,train
org.apache.falcon.resource.proxy.EntityProxyUtil,"apache_falcon_apache_falcon_org.apache.falcon.resource.proxy703EntityProxyUtil.code
",falcon,falcon_org.apache.falcon.resource.proxy.EntityProxyUtil_R1.json,falcon_org.apache.falcon.resource.proxy.EntityProxyUtil_R2.json,falcon_org.apache.falcon.resource.proxy.EntityProxyUtil_R3.json,0,train
org.apache.hadoop.hbase.regionserver.Leases,"cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.regionserver2223Leases.code
",c5,c5_org.apache.hadoop.hbase.regionserver.Leases_R1.json,c5_org.apache.hadoop.hbase.regionserver.Leases_R2.json,c5_org.apache.hadoop.hbase.regionserver.Leases_R3.json,0,train
org.ripple.bouncycastle.jcajce.provider.symmetric.util.BaseSecretKeyFactory,"cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.util2163BaseSecretKeyFactory.code
",RipplePower,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.util.BaseSecretKeyFactory_R1.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.util.BaseSecretKeyFactory_R2.json,RipplePower_org.ripple.bouncycastle.jcajce.provider.symmetric.util.BaseSecretKeyFactory_R3.json,0,train
org.apache.falcon.entity.parser.DatasourceEntityParser,"apache_falcon_apache_falcon_org.apache.falcon.entity.parser162DatasourceEntityParser.code
",falcon,falcon_org.apache.falcon.entity.parser.DatasourceEntityParser_R1.json,falcon_org.apache.falcon.entity.parser.DatasourceEntityParser_R2.json,falcon_org.apache.falcon.entity.parser.DatasourceEntityParser_R3.json,0,train
magic.model.action.DeclareAttackersAction,"magarena_magarena_magarena_magarena_magic.model.action176DeclareAttackersAction.code
",magarena,magarena_magic.model.action.DeclareAttackersAction_R1.json,magarena_magic.model.action.DeclareAttackersAction_R2.json,magarena_magic.model.action.DeclareAttackersAction_R3.json,0,train
